TRP,LON,LAT,TA,GS
18104.5625,89.5084154606,46.8055933714,118.125,14.6496
18121.2031,89.5102393627,46.8048799038,118.125,15.8704
18124.9297,89.5106202364,46.8047297001,120.9375,14.6496
18125.8906,89.5107114315,46.8046867847,120.9375,14.6496
18135.5859,89.511526823,46.8043702841,118.125,10.1733
18136.0938,89.511564374,46.8043541908,118.125,10.1733
18136.5547,89.5115965605,46.804343462,118.125,8.1387
18140.7969,89.5118540525,46.8042629957,118.125,10.1733
18141.8203,89.5118969679,46.804241538,115.3125,8.1387
18144.3906,89.5120096207,46.804214716,112.5,5.6971
18144.9453,89.5120257139,46.8042039871,109.6875,5.6971
18145.9844,89.5120847225,46.8042093515,106.875,5.6971
18146.4062,89.5120954514,46.804214716,104.0625,4.4763
18149.5312,89.5121973753,46.8042361736,87.1875,2.8485
18150.0938,89.5122134686,46.8042522669,84.375,2.8485
18151.5859,89.5122510195,46.804279089,75.9375,2.4416
18152.0781,89.5122671127,46.804279089,73.125,2.4416
18152.5078,89.5122671127,46.8042898178,70.3125,2.8485
18153.5547,89.5122992992,46.8043112755,64.6875,3.2555
18154.0234,89.5123207569,46.8043220043,61.875,3.2555
18155.4766,89.5123529434,46.8043541908,50.625,3.6624
18156.0703,89.5123690367,46.8043810129,47.8125,3.6624
18157.3672,89.5123851299,46.8044131994,42.1875,4.4763
18158.9922,89.5124173164,46.804472208,33.75,5.6971
18159.8672,89.5124387741,46.8044936657,30.9375,5.6971
18160.4375,89.5124548674,46.8045204878,30.9375,6.5109
18161.4219,89.5124709606,46.8045526743,30.9375,7.3248
18162.3359,89.5125085115,46.8045902252,28.125,7.3248
18162.8203,89.5125246048,46.8046009541,28.125,7.3248
18163.3594,89.5125353336,46.8046224117,28.125,8.1387
18164.8672,89.512578249,46.8046814203,28.125,9.3595
18165.9219,89.5126104355,46.8047189713,28.125,9.3595
18166.4297,89.5126265287,46.8047404289,28.125,10.1733
18166.8828,89.5126372576,46.8047565222,28.125,10.1733
18169.5703,89.5127391815,46.8048852682,28.125,12.208
18170.6719,89.5127874613,46.8049281836,30.9375,12.208
18171.1406,89.5127981901,46.8049496412,30.9375,12.208
18171.5781,89.5128142834,46.8049710989,30.9375,13.0219
18172.5156,89.5128571987,46.8050193787,30.9375,6.5109
18173.0781,89.5128679276,46.8050408363,30.9375,6.5109
18175.1484,89.5129698515,46.8051481247,30.9375,7.3248
18175.6797,89.5129859447,46.8051695824,30.9375,7.3248
18176.6953,89.5130234957,46.8052178621,30.9375,7.3248
18177.1016,89.5130395889,46.8052393198,30.9375,7.3248
18178.2344,89.5130878687,46.805292964,30.9375,6.5109
18179.2109,89.5131200552,46.8053305149,30.9375,13.0219
18180.3359,89.5131576061,46.8053734303,30.9375,10.9872
18180.7734,89.5131790638,46.8053948879,30.9375,10.9872
18181.2422,89.5131897926,46.8054109812,30.9375,10.1733
18181.6797,89.5132058859,46.8054324389,30.9375,10.1733
18182.2031,89.5132273436,46.8054485321,30.9375,10.1733
18183.8594,89.5132702589,46.8055129051,30.9375,9.3595
18184.8594,89.513297081,46.8055450916,30.9375,9.3595
18185.3359,89.5133078098,46.8055558205,30.9375,9.3595
18185.8516,89.5133292675,46.8055772781,30.9375,9.3595
18187.3594,89.5133721828,46.8056362867,30.9375,9.3595
18187.9219,89.5133882761,46.80565238,30.9375,9.3595
18189.0,89.513425827,46.8056952953,30.9375,9.3595
18190.4297,89.5134687424,46.8057435751,30.9375,8.1387
18191.3828,89.5134902,46.8057757616,30.9375,7.3248
18191.9453,89.5135062933,46.8057864904,30.9375,7.3248
18192.9922,89.5135438442,46.8058240414,30.9375,6.5109
18193.4688,89.5135384798,46.8058347702,28.125,5.6971
18194.4297,89.5135545731,46.8058562279,28.125,4.4763
18194.8984,89.5135760307,46.8058669567,28.125,4.4763
18195.9219,89.5135867596,46.8059045076,28.125,4.4763
18196.4062,89.5136082172,46.8059152365,28.125,4.4763
18199.0703,89.513656497,46.8059688807,28.125,3.2555
18206.7812,89.5135706663,46.8061029911,345.9375,2.0347
18215.3906,89.5133882761,46.8061512709,315.0,4.4763
18216.3594,89.5133829117,46.8061566353,312.1875,4.4763
18233.4844,89.5131200552,46.8062800169,306.5625,4.4763
18238.8438,89.5130074024,46.8063229322,303.75,2.0347
18240.2109,89.5129698515,46.8063443899,303.75,2.0347
18242.7188,89.5128893852,46.8063819408,306.5625,2.4416
18248.9453,89.5128142834,46.8065214157,334.6875,3.2555
18251.3594,89.5128518343,46.8065804243,351.5625,3.2555
18254.9922,89.5129215717,46.8066447973,14.0625,2.8485
18259.9688,89.5130181313,46.8067359924,28.125,2.4416
18261.3906,89.5130395889,46.8067574501,28.125,2.0347
18262.3906,89.5130556822,46.8067789078,28.125,2.0347
18265.7891,89.5131093264,46.8068432808,28.125,2.0347
18266.6328,89.5131254196,46.806859374,28.125,2.0347
