TRP,LON,LAT,GS,TA
20180.6406,89.5080936,46.80571675,20.3467,298.125
20181.6562,89.50789511,46.80578649,20.3467,298.125
20184.5469,89.50737476,46.8059957,20.3467,300.9375
20185.0703,89.50727284,46.80603325,20.3467,300.9375
20185.5312,89.50719237,46.80606008,20.3467,300.9375
20186.4531,89.50700998,46.80612981,20.3467,298.125
20187.4062,89.50684369,46.80619419,20.3467,298.125
20187.8984,89.50675786,46.80624247,20.3467,298.125
20188.4609,89.50665593,46.80627465,20.3467,298.125
20190.0469,89.50635552,46.80639267,20.3467,300.9375
20191.4609,89.5060873,46.80649459,20.3467,298.125
20193.0,89.50581908,46.80660188,19.5328,298.125
20195.9688,89.50536847,46.80678427,16.6843,298.125
20204.3359,89.50454772,46.80710077,9.3595,298.125
20205.3281,89.50447798,46.80712759,7.9352,297.4819437
20205.7344,89.50444579,46.80713832,6.5109,300.9375
20206.2969,89.5044297,46.80714905,10.9872,300.9375
20210.90235,89.5042634,46.80728048,7.3248,316.40625
20211.5312,89.50424731,46.80729926,7.3248,317.8125
20216.0703,89.5041132,46.80747092,9.3595,329.0625
20219.0859,89.50402737,46.80757821,8.1387,326.25
20227.0703,89.50368404,46.80755138,4.4763,255.9375
20228.53905,89.50366795,46.807503105,4.4763,239.0625
20229.4453,89.50368404,46.80747092,3.6624,227.8125
20230.0234,89.50366795,46.80744946,3.6624,222.1875
20230.5234,89.50369477,46.80743337,3.6624,213.75
20231.0781,89.50368404,46.807428,3.6624,208.125
20231.83985,89.50371623,46.80740118,3.6624,199.6875
20232.5547,89.50373769,46.80739045,3.6624,191.25
20233.20315,89.50375109999999,46.80737972,3.6624,184.21875
20233.9062,89.50377524,46.80736899,3.6624,177.1875
20234.4609,89.50380206,46.80735826,3.2555,171.5625
20235.0078,89.50382352,46.80734754,3.2555,165.9375
20236.22655,89.503863755,46.80733681,3.2555,153.28125
20237.875,89.50393081,46.80733144,3.2555,140.625
20238.54685,89.503949585,46.80732071,3.2555,136.40625
20239.712875,89.503992495,46.80730999,3.2555,130.078125
20241.07035,89.504051505,46.80729926,3.2555,125.15625
20242.2188,89.50409174,46.80728853,3.2555,123.75
20242.7422,89.5041132,46.80727243,3.2555,123.75
20243.6172,89.50414538,46.80726171,3.6624,120.9375
20244.1562,89.50416684,46.80725098,3.6624,120.9375
20244.83595,89.504185615,46.80724025,4.4763,123.75
20245.5156,89.50421512,46.80722952,4.4763,123.75
20246.0469,89.50423121,46.80721879,4.4763,123.75
20246.6836,89.50427413,46.80720806,5.6971,122.34375
20247.7422,89.50432509000001,46.80718124,5.6971,120.9375
20248.5156,89.50434387,46.80717051,6.5109,120.9375
20249.0938,89.50438678,46.80715978,6.5109,120.9375
20249.6484,89.50442433,46.80714905,7.3248,120.9375
20250.2109,89.50444043,46.80713832,7.3248,120.9375
20250.7344,89.50446188,46.80712759,7.3248,120.9375
20251.1562,89.50448871,46.80711687,7.3248,120.9375
20251.85545,89.50453430499999,46.80710077,8.1387,120.9375
20252.6562,89.5045799,46.80707932,9.3595,120.9375
20253.386700000003,89.50461208499999,46.80706859,9.3595,120.9375
20254.0859,89.50466037,46.80705786,9.3595,120.9375
20254.4922,89.50468183,46.80704713,10.1733,120.9375
20254.9688,89.50471401,46.8070364,10.1733,120.9375
20255.76565,89.504764975,46.80700958,10.9872,120.9375
20256.5234,89.50481594,46.80698812,10.9872,120.9375
20257.1094,89.50485349,46.80697203,10.9872,120.9375
20257.6172,89.50488567,46.8069613,12.208,120.9375
20258.1719,89.50491786,46.80695057,12.208,120.9375
20258.7578,89.50495541,46.80693984,12.208,120.9375
20259.2266,89.5049876,46.80691838,13.0219,120.9375
20259.7969,89.50504124,46.80690765,13.0219,120.9375
20260.2188,89.50505733,46.80689156,13.0219,120.9375
20261.1484,89.50512707,46.8068701,6.5109,120.9375
20261.6719,89.50516462,46.80685401,6.5109,120.9375
20263.0938,89.50528264,46.80681109,7.3248,120.9375
20263.5781,89.5053041,46.806795,7.3248,120.9375
20263.9844,89.50533628,46.80678427,7.3248,118.125
20265.4141,89.5054543,46.80673599,9.3595,118.125
20266.8828,89.50556695,46.80669308,9.3595,120.9375
20267.3359,89.50560451,46.80668235,10.1733,120.9375
20268.3906,89.50571179,46.80665016,10.9872,120.9375
20268.8906,89.50574398,46.80662334,10.9872,120.9375
20269.4531,89.50579762,46.80660188,10.9872,120.9375
20271.5781,89.50598538,46.80653214,12.208,120.9375
20272.1016,89.50603902,46.80651069,12.208,120.9375
20272.6094,89.5060873,46.80649459,13.0219,120.9375
20273.5234,89.50617313,46.80646241,13.0219,120.9375
20274.5,89.50625896,46.80643022,13.0219,120.9375
20274.9531,89.50631261,46.80641413,13.0219,120.9375
20275.5078,89.50636089,46.80639267,13.8357,118.125
20276.0938,89.5064038,46.80637121,13.8357,118.125
20279.8828,89.50680614,46.80622101,14.6496,120.9375
20281.8828,89.50700998,46.80612981,14.6496,118.125
20290.4062,89.50799704,46.80574358,17.4981,120.9375
20291.5547,89.50814724,46.8056953,17.4981,120.9375
20303.4844,89.50966001,46.80509984,17.4981,118.125
20309.2188,89.51026082,46.80485845,14.6496,120.9375
20312.2422,89.51057732,46.80473506,14.6496,120.9375
20315.6406,89.51090992,46.80461168,14.6496,120.9375
20321.8594,89.51147854,46.80438101,13.0219,120.9375
20322.4375,89.51151609,46.80437028,12.208,120.9375
20323.08595,89.51157242,46.80434346,11.19065,120.9375
20323.8203,89.51163411,46.804322,10.1733,120.9375
20325.3594,89.51173604,46.80428445,7.3248,118.125
20326.3516,89.51180577,46.804263,13.0219,118.125
20327.7656,89.5118916,46.80423617,12.208,115.3125
20328.3438,89.51191843,46.80423081,10.1733,115.3125
20329.62105,89.5119828,46.80422008,9.3595,108.28125
20331.3672,89.51209545,46.80422544,8.1387,98.4375
20332.7266,89.51218128,46.80425227,9.3595,84.375
20333.75,89.51223493,46.80427372,9.3595,75.9375
20334.2109,89.51226711,46.80427909,9.3595,70.3125
20335.1953,89.51232076,46.804322,10.1733,59.0625
20335.7344,89.51233685,46.80435419,11.19065,55.61833318
20336.2969,89.51235294,46.80438101,12.208,50.625
20336.8281,89.51236904,46.80440247,12.208,45.0
20337.7266,89.51240122,46.80445075,12.208,39.375
20338.1562,89.51241732,46.80446148,12.208,36.5625
20339.6328,89.51248705,46.80454195,6.5109,33.75
20340.1562,89.51250851,46.8045634,6.5109,30.9375
20340.7109,89.5125246,46.80460095,7.3248,30.9375
20341.3125,89.51255143,46.80462241,7.3248,30.9375
20341.8516,89.51257825,46.80464923,7.3248,30.9375
20342.3672,89.51258361,46.80467606,7.3248,30.9375
20342.8906,89.51261044,46.80469215,7.3248,30.9375
20343.4141,89.51262116,46.80472434,6.5109,28.125
20343.875,89.51264262,46.80474043,6.5109,28.125
20344.8047,89.51268017,46.80478334,13.0219,28.125
20346.7734,89.512766,46.8048799,13.0219,28.125
20350.1562,89.51290011,46.80505693,8.1387,30.9375
20351.1172,89.51293767,46.80509984,8.1387,30.9375
20351.5156,89.51295376,46.80511057,7.3248,30.9375
20353.9766,89.51305568,46.80522859,13.0219,28.125
20355.0234,89.51309323,46.80526078,12.208,28.125
20355.6094,89.51310396,46.80528224,10.9872,28.125
20356.1406,89.51312542,46.80530906,10.9872,28.125
20357.2031,89.51315761,46.80534661,10.1733,28.125
20358.25,89.51317906,46.80537879,9.3595,28.125
20359.7656,89.51322198,46.80544317,9.3595,28.125
20360.1797,89.51323807,46.8054539,9.3595,28.125
20360.6328,89.51326489,46.80546999,9.3595,30.9375
20362.2031,89.51331317,46.80553436,8.7491,30.36929432
20363.7109,89.51334,46.80558264,8.1387,30.9375
20364.2656,89.51335609,46.8056041,8.1387,30.9375
20366.8906,89.51344192,46.8056953,8.1387,28.125
20367.375,89.51345801,46.80570602,8.1387,28.125
20369.3359,89.51350629,46.80577576,7.3248,30.9375
20370.9844,89.51355457,46.80582404,6.5109,28.125
