,LON,LAT,GS,TA
38360.3047,89.51067925,46.80469751,20.3467,120.9375
38361.3047,89.51080222258574,46.80465139289235,19.569261849270156,120.9375
38362.3047,89.51091366722859,46.80461202774589,18.375706393959028,120.9375
38363.3047,89.5110228305282,46.80456773010824,17.65561909635162,120.9375
38364.3047,89.51113199382783,46.80452343247058,16.935531798744215,120.9375
38365.3047,89.51124126160038,46.804478725518976,15.797799679931575,120.9375
38366.3047,89.51133751700897,46.80443993295223,13.072971460420517,120.9375
38367.3047,89.51142611686858,46.80440670697263,11.896828762539265,120.9375
38368.3047,89.51151003671467,46.804374526974,10.9872,120.72506249999833
38369.3047,89.51157798338133,46.804345916974,10.9872,119.78756249999833
38370.3047,89.511645930048,46.804317306974,10.9872,118.85006249999833
38371.3047,89.51171060475733,46.80429316109042,10.680634607711264,118.125
38372.3047,89.51178337323377,46.804274755249644,10.1733,116.80917359084305
38373.3047,89.51184583180104,46.80427040794861,9.921868337288346,110.20162461867297
38374.3047,89.51190730904992,46.804266947260665,9.659153053120983,103.39202702048505
38375.3047,89.51196878629881,46.80426348657272,9.39643776895362,96.58242942229714
38376.3047,89.51202261504133,46.804257540320386,8.1387,90.7393844634675
38377.3047,89.51209324630459,46.80427323046741,8.1387,84.5675608953118
38378.3047,89.5121423485704,46.80429593499121,8.419562274994554,76.61033602468366
38379.3047,89.51219075749941,46.80431886541154,8.70946966041349,68.59561268106548
38380.3047,89.5122391664284,46.80434179583187,8.999377045832427,60.580889337447275
38381.3047,89.51228757535739,46.804364726252196,9.289284431251362,52.56616599382909
38382.3047,89.51233363981287,46.8043966971345,9.760213216374728,45.08552631578313
38383.3047,89.51237529865244,46.80442810373155,10.1733,38.280999999988126
38384.3047,89.51241408560244,46.80446180397964,10.859726241390963,34.664850416364004
38385.3047,89.51245820506374,46.80450316308317,11.905629397551985,31.773414207878353
38386.3047,89.51250232452503,46.804544522186696,12.951532553713008,28.881977999392703
