"""{TAP""","""PARSE_RESULT""","""LATH""","""TRDSIM""","""VSLTT""","""AOSCDTIA""","""SDA""","""TRP""","""TRDTST""","""TRDARC""","""TRDDCR""","""TRDSAA""","""TRVH""","""TRV""","""MH""","""AOSTS""","""GTOD""","""GVRRE""","""AOSNTCAS""","""TRDCL""","""AOSARV""","""SIC""","""TRPHDEC""","""AOSTC""","""MSG_TYPE""","""GVA""","""SAC""","""SIL""","""VN""","""TSSS""","""MAM""","""TRVHFSI""","""TSLNAV""","""RP""","""TTA""","""GVR""","""GVRE""","""NACP""","""AOSSA""","""TSICF""","""TRDATP""","""NUCP""","""USE_SIZE""","""TRPH""","""NUCR""","""SI""","""TRDRAB""","""GBS""","""VSVNS""","""LONH""","""GH""","""TRVHDEC""","""TSPS""","""TRPHFSI""","""PIC""","""GS""","""RID""","""TA""","""AOSRA""","""ADDR""","""CS""","""TRDRC""","""ECAT""","""TN""","""SILS""","""NICB""","""LON""","""FL""","""LAT""","""SSR"""
0.0,0.0,,0.0,2.0,0.0,0.0,28180.6172,0.0,0.0,0.0,0.0,28180.2878103405,28180.2812,0.0,0.0,28180.6172,0.0,0.0,0.0,0.0,16.0,0.6180776907,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,28180.6172,3200.0,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28180.6180776907,0.0,34.0,0.0,0.0,0.0,,11775.0,0.2878103405,0.0,0.0,11.0,557.0921,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.493449,11525.0,46.616685,
0.0,0.0,,0.0,2.0,0.0,0.0,28181.125,0.0,0.0,0.0,0.0,28180.7081324784,28180.7031,0.0,0.0,28181.125,0.0,0.0,0.0,0.0,16.0,0.1277504032,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,28181.125,3200.0,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28181.1277504032,0.0,34.0,0.0,0.0,0.0,,11800.0,0.7081324784,0.0,0.0,11.0,557.0921,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.493663,11550.0,46.615849,
0.0,0.0,,0.0,2.0,0.0,0.0,28181.625,0.0,0.0,0.0,0.0,28181.2181124827,28181.2109,0.0,0.0,28181.625,0.0,0.0,0.0,0.0,16.0,0.6278093224,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,28181.625,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28181.6278093224,0.0,34.0,0.0,0.0,0.0,,11850.0,0.2181124827,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.493792,11575.0,46.615291,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28182.1953,0.0,0.0,0.0,0.0,28182.1788547831,28182.1719,0.0,0.0,28182.1953,0.0,0.0,0.0,0.0,16.0,0.1982103465,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,28182.1953,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28182.1982103465,0.0,34.0,0.0,0.0,0.0,,11875.0,0.1788547831,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.494071,11600.0,46.614153,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28182.6562,0.0,0.0,0.0,0.0,28182.5983562088,28182.5938,0.0,0.0,28182.6562,0.0,0.0,0.0,0.0,16.0,0.6581333028,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,28182.6562,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28182.6581333028,0.0,34.0,0.0,0.0,0.0,,11875.0,0.5983562088,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.494286,11625.0,46.613381,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28183.2109,0.0,0.0,0.0,0.0,28183.1678006398,28183.1641,0.0,0.0,28183.2109,0.0,0.0,0.0,0.0,16.0,0.2181450836,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-23.0,0.0,0.0,0.0,28183.2109,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28183.2181450836,0.0,34.0,0.0,0.0,0.0,,11925.0,0.1678006398,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.494414,11650.0,46.612823,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28183.7266,0.0,0.0,0.0,0.0,28183.6983728455,28183.6953,0.0,0.0,28183.7266,0.0,0.0,0.0,0.0,16.0,0.7275124649,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,28183.7266,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28183.7275124649,0.0,34.0,0.0,0.0,0.0,,11925.0,0.6983728455,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.494629,11675.0,46.611986,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28184.1406,0.0,0.0,0.0,0.0,28183.6983728455,28183.6953,0.0,0.0,28184.1406,0.0,0.0,0.0,0.0,16.0,0.147939533,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,28184.1406,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28184.147939533,0.0,34.0,0.0,0.0,0.0,,11925.0,0.6983728455,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.494758,11700.0,46.611407,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28184.6172,0.0,0.0,0.0,0.0,28184.1679165903,28184.1641,0.0,0.0,28184.6172,0.0,0.0,0.0,0.0,16.0,0.6178487651,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-28.0,0.0,0.0,0.0,28184.6172,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28184.6178487651,0.0,34.0,0.0,0.0,0.0,,12000.0,0.1679165903,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.494886,11725.0,46.61087,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28185.0625,0.0,0.0,0.0,0.0,28184.7380693909,28184.7344,0.0,0.0,28185.0625,0.0,0.0,0.0,0.0,16.0,0.0679684039,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,28185.0625,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28185.0679684039,0.0,34.0,0.0,0.0,0.0,,12000.0,0.7380693909,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.49508,11750.0,46.610076,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28185.5234,0.0,0.0,0.0,0.0,28185.3079594411,28185.3047,0.0,0.0,28185.5234,0.0,0.0,0.0,0.0,16.0,0.5275299335,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,28185.5234,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28185.5275299335,0.0,34.0,0.0,0.0,0.0,,12050.0,0.3079594411,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.495208,11775.0,46.60954,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28186.0234,0.0,0.0,0.0,0.0,28185.73821129,28185.7344,0.0,0.0,28186.0234,0.0,0.0,0.0,0.0,16.0,0.0279537821,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,28186.0234,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28186.0279537821,0.0,34.0,0.0,0.0,0.0,,12050.0,0.73821129,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.495337,11800.0,46.608982,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28186.5547,0.0,0.0,0.0,0.0,28186.5479653906,28186.5469,0.0,0.0,28186.5547,0.0,0.0,0.0,0.0,16.0,0.5582406661,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,28186.5547,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28186.5582406661,0.0,34.0,0.0,0.0,0.0,,12100.0,0.5479653906,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.495573,11825.0,46.608124,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28187.0781,0.0,0.0,0.0,0.0,28186.5479653906,28186.5469,0.0,0.0,28187.0781,0.0,0.0,0.0,0.0,16.0,0.0782234045,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,28187.0781,3262.5,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28187.0782234045,0.0,34.0,0.0,0.0,0.0,,12100.0,0.5479653906,0.0,0.0,11.0,559.1268,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.495809,11850.0,46.607008,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28187.4844,0.0,0.0,0.0,0.0,28187.1180406446,28187.1172,0.0,0.0,28187.4844,0.0,0.0,0.0,0.0,16.0,0.4879225399,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,28187.4844,3200.0,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28187.4879225399,0.0,34.0,0.0,0.0,0.0,,12175.0,0.1180406446,0.0,0.0,11.0,560.7545,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.495938,11875.0,46.606472,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28188.0547,0.0,0.0,0.0,0.0,28187.5985118831,28187.5938,0.0,0.0,28188.0547,0.0,0.0,0.0,0.0,16.0,0.0584259899,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,28188.0547,3200.0,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28188.0584259899,0.0,34.0,0.0,0.0,0.0,,12175.0,0.5985118831,0.0,0.0,11.0,560.7545,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.496195,11900.0,46.605656,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28188.625,0.0,0.0,0.0,0.0,28188.0681754714,28188.0625,0.0,0.0,28188.625,0.0,0.0,0.0,0.0,16.0,0.6281535905,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,28188.625,3131.25,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28188.6281535905,0.0,34.0,0.0,0.0,0.0,,12225.0,0.0681754714,0.0,0.0,11.0,560.7545,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.496346,11925.0,46.605077,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28189.0859,0.0,0.0,0.0,0.0,28188.6380858729,28188.6328,0.0,0.0,28189.0859,0.0,0.0,0.0,0.0,16.0,0.0878669824,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,28189.0859,3131.25,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28189.0878669824,0.0,34.0,0.0,0.0,0.0,,12225.0,0.6380858729,0.0,0.0,11.0,560.7545,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.496474,11950.0,46.604261,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28189.5547,0.0,0.0,0.0,0.0,28189.0985361822,28189.0938,0.0,0.0,28189.5547,0.0,0.0,0.0,0.0,16.0,0.5584588405,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-28.0,0.0,0.0,0.0,28189.5547,3131.25,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28189.5584588405,0.0,34.0,0.0,0.0,0.0,,12275.0,0.0985361822,0.0,0.0,11.0,560.7545,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.496624,11975.0,46.603725,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28190.0078,0.0,0.0,0.0,0.0,28189.6482092282,28189.6406,0.0,0.0,28190.0078,0.0,0.0,0.0,0.0,16.0,0.0081910715,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-32.0,0.0,0.0,0.0,28190.0078,3131.25,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28190.0081910715,0.0,34.0,0.0,0.0,0.0,,12275.0,0.6482092282,0.0,0.0,11.0,560.7545,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.496753,12000.0,46.603167,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28190.5859,0.0,0.0,0.0,0.0,28190.1982411966,28190.1953,0.0,0.0,28190.5859,0.0,0.0,0.0,0.0,16.0,0.588197683,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,28190.5859,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28190.588197683,0.0,34.0,0.0,0.0,0.0,,12325.0,0.1982411966,0.0,0.0,11.0,560.7545,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.497032,12025.0,46.602287,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28191.1406,0.0,0.0,0.0,0.0,28190.6783130644,28190.6719,0.0,0.0,28191.1406,0.0,0.0,0.0,0.0,16.0,0.1483532079,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,28191.1406,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28191.1483532079,0.0,34.0,0.0,0.0,0.0,,12375.0,0.6783130644,0.0,0.0,11.0,560.7545,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.497161,12050.0,46.601515,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28191.5625,0.0,0.0,0.0,0.0,28191.1581752831,28191.1562,0.0,0.0,28191.5625,0.0,0.0,0.0,0.0,16.0,0.5678949216,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,28191.5625,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28191.5678949216,0.0,34.0,0.0,0.0,0.0,,12375.0,0.1581752831,0.0,0.0,11.0,560.7545,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.497354,12075.0,46.600935,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28192.0391,0.0,0.0,0.0,0.0,28191.7382945158,28191.7344,0.0,0.0,28192.0391,0.0,0.0,0.0,0.0,16.0,0.0392983798,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,28192.0391,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28192.0392983798,0.0,34.0,0.0,0.0,0.0,,12425.0,0.7382945158,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.497547,12100.0,46.600099,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28192.4609,0.0,0.0,0.0,0.0,28192.2079466032,28192.2031,0.0,0.0,28192.4609,0.0,0.0,0.0,0.0,16.0,0.4683125028,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,28192.4609,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28192.4683125028,0.0,34.0,0.0,0.0,0.0,,12425.0,0.2079466032,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.497719,12125.0,46.599262,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28192.9375,0.0,0.0,0.0,0.0,28192.7279279148,28192.7266,0.0,0.0,28192.9375,0.0,0.0,0.0,0.0,16.0,0.9386873338,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,28192.9375,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28192.9386873338,0.0,34.0,0.0,0.0,0.0,,12475.0,0.7279279148,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.497848,12150.0,46.598704,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28193.4062,0.0,0.0,0.0,0.0,28193.2385906652,28193.2344,0.0,0.0,28193.4062,0.0,0.0,0.0,0.0,16.0,0.4079765072,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,28193.4062,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28193.4079765072,0.0,34.0,0.0,0.0,0.0,,12475.0,0.2385906652,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.497976,12175.0,46.598146,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28193.8281,0.0,0.0,0.0,0.0,28193.6384964222,28193.6328,0.0,0.0,28193.8281,0.0,0.0,0.0,0.0,16.0,0.8283327222,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,28193.8281,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28193.8283327222,0.0,34.0,0.0,0.0,0.0,,12550.0,0.6384964222,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.498127,12175.0,46.597588,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28194.3906,0.0,0.0,0.0,0.0,28194.118599264,28194.1172,0.0,0.0,28194.3906,0.0,0.0,0.0,0.0,16.0,0.398353803,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,28194.3906,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28194.398353803,0.0,34.0,0.0,0.0,0.0,,12500.0,0.118599264,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.498363,12200.0,46.596751,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28194.9062,0.0,0.0,0.0,0.0,28194.5683346717,28194.5625,0.0,0.0,28194.9062,0.0,0.0,0.0,0.0,16.0,0.908255904,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,28194.9062,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28194.908255904,0.0,34.0,0.0,0.0,0.0,,12525.0,0.5683346717,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.498191,12225.0,46.597309,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28195.4062,0.0,0.0,0.0,0.0,28195.1386719532,28195.1328,0.0,0.0,28195.4062,0.0,0.0,0.0,0.0,16.0,0.4082508832,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,28195.4062,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28195.4082508832,0.0,34.0,0.0,0.0,0.0,,12525.0,0.1386719532,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.49832,12275.0,46.596751,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28195.9219,0.0,0.0,0.0,0.0,28195.5386037091,28195.5312,0.0,0.0,28195.9219,0.0,0.0,0.0,0.0,16.0,0.9283738583,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,28195.9219,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28195.9283738583,0.0,34.0,0.0,0.0,0.0,,12600.0,0.5386037091,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.498556,12275.0,46.595936,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28196.4766,0.0,0.0,0.0,0.0,28196.0483923154,28196.0469,0.0,0.0,28196.4766,0.0,0.0,0.0,0.0,16.0,0.4786782283,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-28.0,0.0,0.0,0.0,28196.4766,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28196.4786782283,0.0,34.0,0.0,0.0,0.0,,12575.0,0.0483923154,0.0,0.0,11.0,562.7892,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.498813,12325.0,46.594799,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28196.8984,0.0,0.0,0.0,0.0,28196.5987474844,28196.5938,0.0,0.0,28196.8984,0.0,0.0,0.0,0.0,16.0,0.8987328466,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,28196.8984,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28196.8987328466,0.0,34.0,0.0,0.0,0.0,,12650.0,0.5987474844,0.0,0.0,11.0,564.4169,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.498942,12325.0,46.594241,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28197.4766,0.0,0.0,0.0,0.0,28197.1284010727,28197.125,0.0,0.0,28197.4766,0.0,0.0,0.0,0.0,16.0,0.4786837026,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-28.0,0.0,0.0,0.0,28197.4766,3068.75,0.0,0.0,0.0,0.0,0.0,7.0,76.0,28197.4786837026,0.0,34.0,0.0,0.0,0.0,,12625.0,0.1284010727,0.0,0.0,11.0,564.4169,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.499156,12350.0,46.593425,6223.0
0.0,0.0,,0.0,2.0,0.0,0.0,28197.8984,0.0,0.0,0.0,0.0,28197.6986363214,28197.6953,0.0,0.0,28197.8984,0.0,0.0,0.0,0.0,16.0,0.8993592467,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,28197.8984,3006.25,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28197.8993592467,0.0,34.0,0.0,0.0,0.0,,12675.0,0.6986363214,0.0,0.0,11.0,564.4169,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.499285,12375.0,46.592867,
0.0,0.0,,0.0,2.0,0.0,0.0,28198.3125,0.0,0.0,0.0,0.0,28198.2284600083,28198.2266,0.0,0.0,28198.3125,0.0,0.0,0.0,0.0,16.0,0.31854189,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,28198.3125,3006.25,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28198.31854189,0.0,34.0,0.0,0.0,0.0,,12675.0,0.2284600083,0.0,0.0,11.0,564.4169,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.499435,12400.0,46.592331,
0.0,0.0,,0.0,2.0,0.0,0.0,28198.8359,0.0,0.0,0.0,0.0,28198.7085840972,28198.7031,0.0,0.0,28198.8359,0.0,0.0,0.0,0.0,16.0,0.838310279,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,28198.8359,3006.25,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28198.838310279,0.0,34.0,0.0,0.0,0.0,,12725.0,0.7085840972,0.0,0.0,11.0,564.4169,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.499564,12425.0,46.591773,
0.0,0.0,,0.0,2.0,0.0,0.0,28199.2344,0.0,0.0,0.0,0.0,28199.2082604039,28199.2031,0.0,0.0,28199.2344,0.0,0.0,0.0,0.0,16.0,0.2386824144,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,28199.2344,3006.25,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28199.2386824144,0.0,34.0,0.0,0.0,0.0,,12725.0,0.2082604039,0.0,0.0,11.0,564.4169,0.0,170.1562,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.499693,12450.0,46.591215,
0.0,0.0,,0.0,2.0,0.0,0.0,28199.6641,0.0,0.0,0.0,0.0,28199.6386702405,28199.6328,0.0,0.0,28199.6641,0.0,0.0,0.0,0.0,16.0,0.6686082836,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,28199.6641,2943.75,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28199.6686082836,0.0,34.0,0.0,0.0,0.0,,12775.0,0.6386702405,0.0,0.0,11.0,566.4516,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.499907,12475.0,46.590335,
0.0,0.0,,0.0,2.0,0.0,0.0,28200.0859,0.0,0.0,0.0,0.0,28199.6386702405,28199.6328,0.0,0.0,28200.0859,0.0,0.0,0.0,0.0,16.0,0.0884918766,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,28200.0859,2943.75,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28200.0884918766,0.0,34.0,0.0,0.0,0.0,,12775.0,0.6386702405,0.0,0.0,11.0,566.4516,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.500036,12475.0,46.589777,
0.0,0.0,,0.0,2.0,0.0,0.0,28200.5469,0.0,0.0,0.0,0.0,28200.0985640576,28200.0938,0.0,0.0,28200.5469,0.0,0.0,0.0,0.0,16.0,0.5486642588,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,28200.5469,2943.75,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28200.5486642588,0.0,34.0,0.0,0.0,0.0,,12775.0,0.0985640576,0.0,0.0,11.0,566.4516,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.500186,12500.0,46.58922,
0.0,0.0,,0.0,2.0,0.0,0.0,28201.0469,0.0,0.0,0.0,0.0,28200.6684110854,28200.6641,0.0,0.0,28201.0469,0.0,0.0,0.0,0.0,16.0,0.0486157397,0.0,CAT21,0.0,16.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,28201.0469,2943.75,0.0,0.0,0.0,0.0,0.0,7.0,74.0,28201.0486157397,0.0,34.0,0.0,0.0,0.0,,12825.0,0.6684110854,0.0,0.0,11.0,566.4516,0.0,170.5078,0.0,780CE8,CSC6590 ,0.0,0.0,15704.0,0.0,0},89.500422,12525.0,46.588426,
