TRP,LON,LAT,GS,TA
35229.3477,89.50448602,46.80709004,7.528275,115.3125
35230.1406,89.50452626,46.80707932,8.1387,115.3125
35230.6406,89.50454772,46.80706859,8.1387,115.3125
35231.1484,89.5045799,46.80705786,8.1387,115.3125
35231.625,89.50461209,46.80704176,9.3595,115.3125
35232.1953,89.50464964,46.8070364,10.1733,115.3125
35232.7031,89.50468183,46.80702567,10.1733,115.3125
35233.2109,89.50471401,46.80700958,10.1733,115.3125
35233.75,89.5047462,46.80699885,10.1733,118.125
35234.3359,89.50477839,46.80698812,10.9872,118.125
35234.875,89.50481594,46.80697739,10.9872,118.125
35235.4062,89.50485349,46.8069613,12.208,118.125
35235.8047,89.50486958,46.80695057,12.208,118.125
35236.5117,89.50491786,46.80692911,12.208,118.125
35237.3047,89.5049715,46.80691838,13.0219,118.125
35237.8828,89.50500369,46.80690765,9.7664,118.125
35238.4062,89.50505197,46.8068862,6.5109,118.125
35238.8828,89.50508416,46.80687547,6.5109,118.125
35239.3125,89.50511098,46.80685937,6.5109,118.125
35239.8516,89.50515926,46.80684328,6.5109,118.125
35240.3359,89.50518608,46.80682719,6.91785,118.125
35240.875,89.50521827,46.80681646,7.3248,118.125
35241.4453,89.50528264,46.80680037,8.1387,118.125
35241.9688,89.50531483,46.80678964,8.1387,118.125
35243.5,89.50543284,46.80674136,9.3595,118.125
35244.0469,89.5054704,46.80673063,9.3595,118.125
35244.5859,89.50551867,46.80670381,9.3595,118.125
35245.0703,89.50555086,46.80669308,9.3595,118.125
35245.5312,89.50558841,46.80668235,10.1733,118.125
35245.9453,89.50562596,46.80666089,10.1733,118.125
35246.4062,89.50566888,46.8066448,10.9872,118.125
35246.8359,89.50570107,46.80663407,10.9872,120.9375
35247.3906,89.50576007,46.80661261,10.9872,120.9375
35247.9219,89.50579762,46.80660188,10.9872,120.9375
35248.3359,89.50583518,46.80657506,12.208,120.9375
35248.8125,89.50587273,46.80656433,12.208,120.9375
35250.2188,89.50600147,46.80652142,13.0219,118.125
35250.7812,89.50605512,46.80649459,13.0219,118.125
35251.8281,89.50615704,46.80646241,13.0219,118.125
35252.3203,89.50620532,46.80644095,13.8357,118.125
35252.8906,89.5062536,46.80641413,13.8357,118.125
35253.3438,89.50631261,46.8064034,13.8357,118.125
35253.7578,89.5063448,46.80639267,13.8357,118.125
35254.3203,89.50638771,46.80636048,13.8357,118.125
35254.8516,89.50644135,46.80634975,13.8357,120.9375
35255.4141,89.50651646,46.80632293,13.8357,120.9375
35255.8828,89.50654864,46.80629611,13.8357,120.9375
35256.4141,89.50660765,46.80628002,14.6496,120.9375
35256.9219,89.50665593,46.80625856,14.6496,120.9375
35263.8672,89.50742841,46.80596352,16.6843,120.9375
35266.4688,89.50772882,46.8058455,17.4981,120.9375
35267.5156,89.50787365,46.80578649,17.4981,120.9375
35268.0156,89.50792193,46.80576503,17.4981,120.9375
35269.0547,89.50805068,46.80571675,17.4981,120.9375
35269.5859,89.50813115,46.8056953,18.7189,120.9375
35272.1719,89.50845838,46.80556655,19.5328,118.125
35275.6328,89.50891972,46.80537879,20.3467,120.9375
35277.5625,89.5091933,46.80527687,20.3467,120.9375
