TRP,LON,LAT,GS,TA
38107.3125,89.50412929,46.80741191,12.208,329.0625
38107.7734,89.5041132,46.80743873,12.208,329.0625
38108.7031,89.50408101,46.80747092,12.208,326.25
38109.1797,89.50404346,46.80749238,12.208,326.25
38109.7266,89.50402737,46.8075192,10.9872,323.4375
38110.1797,89.50401127,46.80752993,10.9872,323.4375
38111.1875,89.50396299,46.80756211,10.1733,317.8125
38111.6953,89.50394154,46.80757284,9.3595,315.0
38112.2656,89.50390935,46.80758893,9.3595,309.375
38112.7344,89.50387716,46.8075943,8.1387,309.375
38113.2031,89.50386107,46.80760503,8.1387,306.5625
38113.7891,89.50383961,46.80761039,7.3248,300.9375
38114.2266,89.50382352,46.80762649,6.5109,295.3125
38114.98045,89.503767195,46.80761576,5.0867,289.6875
38116.1406,89.50373769,46.80761039,3.2555,275.625
38116.7109,89.50371087,46.80760503,2.4416,267.1875
38117.89065,89.50369477,46.807599665,2.0347,253.125
38118.6406,89.50368404,46.80758893,5.6971,239.0625
38119.7031,89.50367868,46.80757284,5.6971,227.8125
38120.7969,89.50367868,46.80756211,4.4763,210.9375
38122.21095,89.50369477,46.80754066,3.6624,192.65625
38123.1797,89.50370014,46.80752993,4.06935,182.8125
38123.9375,89.50371087,46.80752456,4.4763,174.375
38124.9609,89.50371623,46.80750847,5.6971,168.75
38125.5156,89.50371087,46.8075031,5.6971,165.9375
38126.1211,89.50372696,46.807487015,5.6971,163.125
38129.75,89.50378597,46.807428,2.4416,146.25
38130.449250000005,89.50380742499999,46.80741191,3.052,144.84375
38131.7812,89.50383961,46.80739045,3.6624,137.8125
38132.1875,89.50385571,46.80737972,3.6624,137.8125
38132.6797,89.5038718,46.80736899,4.4763,135.0
38133.1719,89.50389326,46.8073529,5.6971,132.1875
38133.6562,89.50390935,46.80734217,5.6971,132.1875
38134.8047,89.50396299,46.80732071,7.3248,129.375
38135.2188,89.50397909,46.80730999,8.1387,126.5625
38135.7344,89.50401127,46.80729926,8.7491,126.1201803
38136.1562,89.50404346,46.80728853,9.3595,123.75
38136.7422,89.50405955,46.80727243,10.1733,123.75
38137.2031,89.50409174,46.80726171,10.1733,123.75
38138.1562,89.50416684,46.80724025,12.208,120.9375
38138.5703,89.50418293,46.80722952,12.208,120.9375
38139.0938,89.50421512,46.80721879,13.0219,120.9375
38139.5469,89.50424731,46.80720806,6.5109,120.9375
38139.9922,89.50427949,46.80719733,6.5109,120.9375
38140.4688,89.50431168,46.80718124,7.3248,120.9375
38141.5,89.50438678,46.80714905,8.1387,120.9375
38141.9375,89.5044297,46.80713832,9.3595,118.125
38143.0469,89.50452626,46.80710077,10.1733,118.125
38144.1719,89.50462818,46.80706859,12.208,118.125
38144.6484,89.50466037,46.80704176,13.0219,118.125
38145.1016,89.50469792,46.80703104,13.0219,118.125
38146.5078,89.50485349,46.80697203,13.83575,119.7817777
38147.5156,89.50495005,46.80692911,14.6496,120.9375
38147.9219,89.50498223,46.80691838,14.6496,120.9375
38148.5156,89.50505733,46.80689156,14.6496,120.9375
38149.0312,89.50511098,46.8068701,15.8704,118.125
38149.6016,89.50516462,46.80685401,15.8704,118.125
38150.0703,89.50521827,46.80682719,15.8704,118.125
38150.5391,89.50528264,46.80681109,16.6843,118.125
38151.1172,89.50535238,46.80678427,16.6843,118.125
38151.5625,89.50538456,46.80675745,16.6843,120.9375
38152.1016,89.5054543,46.80673599,17.4981,120.9375
38152.9844,89.50557232,46.80669308,17.4981,120.9375
38153.4766,89.50562596,46.80667162,17.4981,120.9375
38155.4297,89.50588346,46.80658042,19.5328,120.9375
38155.9766,89.50595319,46.80654287,19.5328,120.9375
38158.1328,89.50625896,46.80643022,20.3467,120.9375
38158.7031,89.5063287,46.80639267,13.8357,120.9375
38159.2812,89.5064038,46.80636048,13.8357,120.9375
38160.2656,89.50654864,46.8063122,13.8357,120.9375
38163.25,89.50700998,46.80612981,14.6496,120.9375
38164.5781,89.5072192,46.80604398,15.8704,118.125
38168.5391,89.50785756,46.80579722,16.6843,120.9375
38169.1172,89.50794339,46.80576503,16.6843,120.9375
38169.5234,89.50800776,46.80574358,16.6843,120.9375
38170.0078,89.50808287,46.80570602,16.6843,120.9375
38170.9922,89.50824916,46.80564702,16.6843,120.9375
38172.1406,89.50845838,46.80556655,17.4981,118.125
38174.9688,89.50891972,46.80539489,17.4981,120.9375
38182.6484,89.51013744,46.80491209,14.6496,120.9375
38190.1875,89.51108158,46.80454195,15.8704,118.125
38193.2734,89.51138198,46.80442393,13.0219,120.9375
38194.2109,89.51146245,46.80440247,12.00455,119.1924402
38194.7969,89.51149464,46.80438101,10.9872,118.125
38195.7734,89.51158047,46.80434346,8.1387,118.125
38198.1406,89.51173067,46.80428982,10.9872,118.125
38199.91405,89.511835275,46.804263,9.3595,113.90625
38201.8125,89.51193988,46.80425227,7.3248,101.25
38204.9453,89.51212764,46.80427372,7.3248,75.9375
38206.5234,89.51220274,46.80431128,9.3595,61.875
38207.3281,89.51223493,46.804322,9.3595,56.25
