,LON,LAT,GS,TA
20180.6406,89.5080936,46.80571675,20.3467,298.125
20181.6406,89.50789815888146,46.805785418767236,20.3467,298.125
20182.6406,89.50771790982704,46.805857734447365,20.3467,299.08276974435023
20183.6406,89.50753790152454,46.805930107920915,20.3467,300.05571747327406
20184.6406,89.50735651410012,46.80600242226786,20.3467,300.9375
20185.6406,89.50717072614925,46.80606835471743,20.3467,300.6037463390889
20186.6406,89.50697726635505,46.80614247525024,20.3467,298.125
20187.6406,89.5068028152499,46.806217182344575,20.3467,298.125
20188.6406,89.50662189237264,46.80628802212736,20.3467,298.44366724464106
20189.6406,89.50643247875347,46.806362435746536,20.3467,300.21699637452423
20190.6406,89.50624290174399,46.80643546342574,20.3467,299.75660802687634
20191.6406,89.50605598355922,46.806507116809826,20.251671847183214,298.125
20192.6406,89.50588171288155,46.80657682638035,19.72285630563357,298.125
20193.6406,89.50572184853745,46.80664123564336,18.918158023444693,298.125
20194.6406,89.50557006667272,46.80670267124023,17.958679446241376,298.125
20195.6406,89.505418284808,46.80676410683711,16.999200869038056,298.125
20196.6406,89.50530257143896,46.8068096819946,16.096186957249124,298.125
20197.6406,89.50520447890989,46.80684750872071,15.220758194595343,298.125
20198.6406,89.50510638638082,46.80688533544681,14.345329431941561,298.125
20199.6406,89.50500829385174,46.806923162172914,13.46990066928778,298.125
20200.6406,89.50491020132269,46.80696098889902,12.594471906633999,298.125
20201.6406,89.50481210879362,46.80699881562513,11.719043143980219,298.125
20202.6406,89.50471401626454,46.80703664235123,10.843614381326436,298.125
20203.6406,89.50461592373547,46.807074469077335,9.968185618672656,298.125
20204.6406,89.50452630317073,46.80710900629712,8.922104101994975,297.9275204045452
20205.6406,89.50445322150874,46.80713584283042,6.839719443767171,300.13973681775457
20206.6406,89.50441728920192,46.80715885848581,10.71387885223126,302.0919169136489
20207.6406,89.5043811798098,46.8071873964137,9.918647115918693,305.4507092140762
20208.6406,89.50434507041766,46.8072159343416,9.123415379606126,308.80950151450355
20209.6406,89.50430896102553,46.80724447226949,8.32818364329356,312.16829381493085
20210.6406,89.50427285163339,46.80727301019738,7.532951906980994,315.52708611535814
20211.6406,89.5042440777218,46.80730339729682,7.373839717123461,318.0836440593891
20212.6406,89.50421453221718,46.807341215366485,7.822100385538088,320.5621089533118
20213.6406,89.50418498671256,46.80737903343614,8.270361053952715,323.0405738472345
20214.6406,89.50415544120796,46.807416851505806,8.718621722367342,325.5190387411572
20215.6406,89.50412589570334,46.80745466957546,9.16688239078197,327.99750363507997
20216.6406,89.50409696812277,46.80749121031934,9.128626462395694,328.5306095801834
20217.6406,89.50406850612515,46.807526788645376,8.723798235840288,327.5979593613211
20218.6406,89.50404004412754,46.80756236697142,8.318970009284882,326.6653091424588
20219.6406,89.50400351784442,46.80757634604016,7.884262186262979,321.3651816354346
20220.6406,89.50396051774423,46.807572985737565,7.425567732077385,312.5589469778536
20221.6406,89.50391751764403,46.80756962543497,6.966873277891791,303.7527123202726
20222.6406,89.50387451754384,46.80756626513239,6.5081788237061975,294.9464776626917
20223.6406,89.50383151744364,46.807562904829794,6.049484369520604,286.1402430051107
20224.6406,89.50378851734344,46.8075595445272,5.5907899153350105,277.33400834752973
