,LON,LAT,GS,TA
18628.1562,89.51262116,46.80471361,8.1387,28.125
18629.1562,89.51265728213517,46.804758880454,9.478812886160249,28.125
18630.1562,89.5126984805802,46.80480007733788,10.1733,30.524744027306497
18631.1562,89.51274378103639,46.80484227146814,10.8838784697676,30.9375
18632.1562,89.51276962576708,46.80488639835947,11.640406129438803,28.125
18633.1562,89.51280783457719,46.80493481878847,12.598480469356717,28.125
18634.1562,89.51284555174193,46.804980911741936,13.0219,28.696572580652305
18635.1562,89.5128919510962,46.8050295774254,11.646683827638702,30.9375
18636.1562,89.51292682533861,46.80507378959577,6.5109,30.9375
18637.1562,89.5129656906525,46.80511984739419,6.88113234826862,30.65318411983795
18638.1562,89.51299889129953,46.80516059428216,7.911415771855916,29.86198923974859
18639.1562,89.51303209194656,46.805201341170125,8.941699195443212,29.07079435965923
18640.1562,89.51306529259358,46.80524208805809,9.971982619030507,28.27959947956987
18641.1562,89.51310018045741,46.80528689520352,9.706466344941923,28.125
18642.1562,89.51313699396088,46.80532599396088,9.3595,28.125
18643.1562,89.51317023301516,46.805362840071176,9.541892204138499,28.125
18644.1562,89.51320130887724,46.80540279593324,9.99091289379367,28.125
18645.1562,89.51323238473931,46.80544275179531,10.439933583448843,28.125
18646.1562,89.51326346060138,46.805482707657376,10.888954273104016,28.125
18647.1562,89.5133000589232,46.80552550251117,10.9872,28.125
18648.1562,89.51333298610177,46.80556625014607,10.9872,28.125
18649.1562,89.51336458261505,46.805606272919746,10.9872,28.125
18650.1562,89.51339674178115,46.80564716975482,10.803790048674554,28.125
18651.1562,89.51343005732691,46.805688797326916,10.066395132204,28.494464168931245
18652.1562,89.51346044407228,46.80571958937292,9.3595,30.724830590503995
18653.1562,89.51349417249618,46.8057594648375,9.3595,28.125
18654.1562,89.51352242638083,46.805796199101394,9.3595,28.125
18655.1562,89.51355068026547,46.80583293336529,9.3595,28.125
