TRP,LON,LAT,GS,TA
24119.3203,89.51041102,46.80478334,17.4981,118.125
24119.7344,89.51046467,46.80477262,17.4981,118.125
24128.7812,89.51148391,46.80437028,14.6496,118.125
24129.1797,89.51151609,46.80435419,13.8357,118.125
24129.6953,89.51156437,46.80434346,13.8357,118.125
24132.25,89.51178432,46.80425227,12.208,118.125
24135.8438,89.51204181,46.80421472,9.3595,92.8125
24137.8438,89.51211154,46.80422544,8.1387,78.75
24143.21875,89.51236904,46.804397105,10.1733,36.5625
24143.9531,89.51240122,46.80442393,10.1733,33.75
24144.9531,89.51243877,46.80447221,10.9872,30.9375
24145.9297,89.51247096,46.80450439,10.9872,30.9375
24146.5,89.51248705,46.80452585,10.9872,30.9375
24147.0312,89.51250851,46.80455267,10.9872,30.9375
24148.6094,89.51257825,46.80463314,12.208,28.125
24149.1719,89.51258361,46.80466533,13.0219,28.125
24149.5859,89.51260507,46.80467606,13.0219,28.125
24150.9922,89.51266408,46.80475116,6.5109,28.125
24152.6406,89.51272845,46.80483162,6.5109,28.125
24154.4453,89.51280355,46.80491745,7.3248,28.125
24155.4609,89.51285183,46.8049711,7.3248,28.125
24155.875,89.51286793,46.80499792,8.1387,30.9375
24156.4062,89.51288939,46.80501938,8.1387,30.9375
24158.3203,89.51298594,46.8051374,8.1387,28.125
24158.75,89.5130074,46.80515885,9.3595,28.125
24159.1562,89.51301813,46.80518031,9.3595,28.125
24159.6797,89.51303959,46.80520177,9.3595,28.125
24161.6562,89.51308787,46.80526078,8.1387,30.9375
24162.5312,89.51312542,46.80530906,8.1387,30.9375
24163.0625,89.51314151,46.80533588,8.1387,30.9375
24163.4609,89.51315761,46.80534661,8.1387,30.9375
24163.9453,89.51318979,46.80537343,6.5109,30.9375
24165.4844,89.51322734,46.80542707,10.9872,30.9375
24165.9062,89.51324344,46.8054378,10.9872,30.9375
24166.375,89.51325417,46.80546463,9.3595,30.9375
24166.8047,89.51327026,46.80548072,9.3595,30.9375
24167.2109,89.51329172,46.80550218,9.3595,30.9375
24168.7266,89.5133239,46.80554509,6.5109,30.9375
24169.1953,89.51334,46.80555582,6.5109,30.9375
24170.0625,89.51335609,46.80558264,5.6971,30.9375
24170.6094,89.51336682,46.80558801,3.2555,28.125
24171.1719,89.51337218,46.80561483,3.2555,28.125
24172.1328,89.513399,46.80563629,3.2555,30.9375
24172.8047,89.5134151,46.80565238,3.2555,30.9375
24173.5391,89.51342583,46.80566311,2.8485,30.9375
24174.3633,89.51345265,46.805689935,2.8485,30.9375
24175.9219,89.51347411,46.80572748,2.8485,28.125
24176.61325,89.5134902,46.80574358,2.8485,28.125
24177.3359,89.51350093,46.80576503,2.8485,28.125
24178.05075,89.51352239,46.805781125,2.8485,28.125
24179.3516,89.51353848,46.80580795,2.8485,28.125
24179.8047,89.51355457,46.80582404,2.8485,28.125
