,LON,LAT,GS,TA
18121.2031,89.51023936,46.8048799,15.8704,118.125
18122.2031,89.51034156576397,46.804839595164495,15.542809166532653,118.87970938657185
18123.2031,89.51044377152793,46.80479929032899,15.215218333065305,119.6344187731437
18124.2031,89.5105459772919,46.804758985493486,14.887627499597958,120.38912815971555
18125.2031,89.51064618582787,46.80471748819024,14.6496,120.9375
18126.2031,89.51073784524834,46.80467646732462,14.574114130223643,120.90767706287235
18127.2031,89.51082237404302,46.8046434667634,14.3325593469393,120.81224366406389
18128.2031,89.5109069028377,46.804610466202185,14.091004563654957,120.7168102652554
18129.2031,89.51099143163238,46.804577465640975,13.849449780370614,120.62137686644694
18130.2031,89.51107596042706,46.80454446507976,13.607894997086271,120.52594346763847
18131.2031,89.51116048922174,46.80451146451854,13.366340213801928,120.43051006883
18132.2031,89.51124501801642,46.804478463957324,13.124785430517585,120.33507667002152
18133.2031,89.5113295468111,46.80444546339611,12.883230647233242,120.23964327121305
18134.2031,89.51141407560579,46.8044124628349,12.6416758639489,120.14420987240459
18135.2031,89.51149815231557,46.80437983886432,12.167165068663582,119.84279143691897
18136.2031,89.51157200368844,46.80435164543719,9.69080535908167,118.125
18137.2031,89.51163591611616,46.80433116207345,8.44967888831177,118.125
18138.2031,89.51169661339588,46.804312195499506,8.929288524821061,118.125
18139.2031,89.51175731067559,46.80429322892556,9.408898161330352,118.125
18140.2031,89.5118180079553,46.80427426235161,9.888507797839644,118.125
18141.2031,89.51187108547391,46.80425448226304,9.365742329493251,117.00868428767313
18142.2031,89.51191374719332,46.80423754564292,7.7750675524262665,114.89362866202444
18143.2031,89.51195757476209,46.8042271110633,6.825139528459974,113.79939841652755
18144.2031,89.51200140233085,46.80421667648368,5.87521150449368,112.70516817103066
18145.2031,89.51204035034068,46.80420531981233,5.6971,108.98972067173796
18146.2031,89.51209028342106,46.804212134302986,5.064124751073844,105.4167407539279
18147.2031,89.51212144296544,46.8042201899216,4.061197977601276,99.75924000001324
18148.2031,89.51215406056545,46.8042270539216,3.5403019776012767,94.35924000001323
18149.2031,89.51218667816545,46.8042339179216,3.0194059776012763,88.95924000001324
18150.2031,89.51221622063,46.80425423463106,2.8186935728168043,83.75693234367606
18151.2031,89.51224138650358,46.804272209297636,2.5459906708664386,78.10215049259172
18152.2031,89.51226506532635,46.804283773230324,2.619196124743601,72.25485732975147
18153.2031,89.51228895579814,46.80430438172244,3.124670597915145,66.62299907855744
18154.2031,89.512323674103,46.804325886678086,3.292347374521366,61.036382101839095
18155.2031,89.5123433941974,46.804347824154014,3.541698101951745,54.552266894778725
18156.2031,89.51237068758424,46.80438430619246,3.7457417534115334,47.23651110340352
18157.2031,89.51238309409206,46.804409126918806,4.373315197778297,42.89924531576003
18158.2031,89.512401688536,46.804443554744,5.104279519998662,37.84725000000925
18159.2031,89.51242249006286,46.804477382473145,5.6971,33.07210714286287
18160.2031,89.51244825271085,46.80450946666491,6.1764186393106,30.9375
18161.2031,89.512467383718,46.804545517436004,7.143896586751607,30.9375
18162.2031,89.51250305415755,46.804584772704594,7.3248,28.533643326038888
18163.2031,89.51253221907625,46.80461618815248,7.90272787979686,28.125
18164.2031,89.51255934618517,46.80465542945682,8.821807149487668,28.125
18165.2031,89.51258850184507,46.804693378893525,9.3595,28.125
18166.2031,89.51261935001969,46.804730853718,9.810150964943551,28.125
18167.2031,89.51264940696782,46.804771864604646,10.41579838511583,28.125
18168.2031,89.51268733068875,46.80481977158139,11.172896059534434,28.125
18169.2031,89.51272525440967,46.80486767855814,11.929993733953038,28.125
18170.2031,89.51276691382716,46.80490991909949,12.208,29.74060457515927
18171.2031,89.51280048857143,46.804952705714285,12.324271428571429,30.9375
18172.2031,89.51284289333333,46.80500328666667,8.681233333333335,30.9375
18173.2031,89.51287408369753,46.80504731732212,6.560041428778453,30.9375
18174.2031,89.51292331327778,46.80509913589914,6.953172859006068,30.9375
18175.2031,89.51297150654621,46.805150329414644,7.3248,30.9375
18176.2031,89.5130052969358,46.80519446159905,7.3248,30.9375
18177.2031,89.5130451665233,46.805243037682196,7.254300896059195,30.9375
18178.2031,89.51308694914245,46.80529111828488,6.5341904278678715,30.9375
18179.2031,89.51311980287558,46.80533021006144,12.969892012292588,30.9375
18180.2031,89.51315317743111,46.805368363532445,11.227385031110037,30.9375
18181.2031,89.51318889507039,46.80540963802261,10.241182871163158,30.9375
18182.2031,89.51322734,46.80544853,10.1733,30.9375
18183.2031,89.51325325317998,46.805487399769966,9.681963889392723,30.9375
18184.2031,89.513279478034,46.805523970266,9.3595,30.9375
18185.2031,89.51330481956138,46.805552829561385,9.3595,30.9375
18186.2031,89.51333927322655,46.80559103647632,9.3595,30.9375
18187.2031,89.51336773190808,46.80563017296657,9.3595,30.9375
18188.2031,89.51339807413784,46.805663574790835,9.3595,30.9375
18189.2031,89.5134319256991,46.805702158549344,9.186075869064526,30.9375
18190.2031,89.5134619389886,46.80573592787158,8.332190438554983,30.9375
18191.2031,89.51348615387472,46.80576969269752,7.478254863079074,30.9375
18192.2031,89.51351553671888,46.805795736718885,7.124376444742307,30.9375
18193.2031,89.51354146814938,46.805828788126306,6.150785816199708,29.69294219471821
18194.2031,89.51355077564679,46.80585116929025,4.764189770008992,28.125
18195.2031,89.51357922436345,46.80587813878359,4.4763,28.125
18196.2031,89.51359922035928,46.80591074017964,4.4763,28.125
18197.2031,89.51364353173652,46.80593289586826,4.4763,28.125
