,LON,LAT,GS,TA
27236.2734,89.51218128,46.80423081,9.3595,87.1875
27237.2734,89.51223655989611,46.80424371387013,9.3595,78.18019480520091
27238.2734,89.51228052606933,46.804287583808,9.3595,67.96900000001187
27239.2734,89.5123161678276,46.80431806455106,9.3595,57.62581729443935
27240.2734,89.51234975444459,46.80435137034725,9.577015265190647,50.43056127624137
27241.2734,89.51238034819656,46.8043955627305,10.092698681958032,43.30173547305496
27242.2734,89.51240652167101,46.80443276172773,10.1733,36.5795310823331
27243.2734,89.51243692398934,46.80447427551816,10.916928581637759,32.722106263401876
27244.2734,89.51247193394104,46.80451633765322,12.208,30.809857447643246
27245.2734,89.5125074142871,46.80456444317782,12.208,28.125
27246.2734,89.51253685060198,46.804609866497145,12.284870679812126,28.125
27247.2734,89.51258435408532,46.804666073808,6.5109,28.125
27248.2734,89.5126257366408,46.80471764757029,7.284668548043758,28.125
27249.2734,89.5126747316369,46.80476795792523,8.020822937012232,28.125
27250.2734,89.51271001970444,46.804824653488474,8.1387,28.125
27251.2734,89.51276234847111,46.80487781410667,9.240783982220934,28.125
27252.2734,89.51280002334737,46.804935383347356,10.084114483605028,28.125
27253.2734,89.51285159362881,46.80499175351418,10.902148266309231,28.125
27254.2734,89.51290354074933,46.805056949608854,11.264852694608878,28.125
27255.2734,89.51295069231776,46.80512177958194,11.935511377243827,28.125
27256.2734,89.51300034578765,46.80518182602802,12.45150555835405,28.96645396593042
27257.2734,89.51305171143973,46.80523859885607,12.861654721828911,30.38375894476448
27258.2734,89.51310902924513,46.80530376113098,13.0219,30.9375
27259.2734,89.51315708817918,46.805367200406685,13.0219,30.9375
27260.2734,89.513200352389,46.80541749042043,13.0219,30.9375
27261.2734,89.51324377653714,46.8054676991174,13.0219,30.9375
27262.2734,89.51328720068528,46.80551790781438,13.0219,30.9375
27263.2734,89.51333017190784,46.805567790307194,13.0219,30.9375
27264.2734,89.51335907921046,46.80560754374293,13.0219,30.9375
27265.2734,89.51339127469734,46.80565419908006,12.539104903451053,30.9375
27266.2734,89.51342851000001,46.80569932,12.208,30.234375
27267.2734,89.51346713400001,46.805740088,12.208,29.109375
27268.2734,89.5135037531579,46.80578056,12.058078947368422,28.125
27269.2734,89.51352633842106,46.80581896,10.85871052631579,28.125
27270.2734,89.51354892368421,46.805857360000005,9.659342105263159,28.125
27271.2734,89.51357150894736,46.805895760000006,8.459973684210528,28.125
