,LON,LAT,GS,TA
24119.3203,89.51041102,46.80478334,17.4981,118.125
24120.3203,89.51053067927577,46.80474656316156,17.31362193593371,118.125
24121.3203,89.51064334231684,46.804702089977674,16.99875922204593,118.125
24122.3203,89.51075600535792,46.80465761679378,16.68389650815815,118.125
24123.3203,89.510868668399,46.8046131436099,16.36903379427037,118.125
24124.3203,89.51098133144006,46.80456867042601,16.054171080382588,118.125
24125.3203,89.51109399448114,46.80452419724212,15.739308366494805,118.125
24126.3203,89.51120665752221,46.80447972405823,15.424445652607025,118.125
24127.3203,89.51131932056329,46.80443525087434,15.109582938719244,118.125
24128.3203,89.51143198360437,46.80439077769046,14.794720224831462,118.125
24129.3203,89.51152925557021,46.80435126401474,13.8357,118.125
24130.3203,89.51161818013426,46.804321150629036,13.437487881160306,118.125
24131.3203,89.51170427634908,46.804285455635494,12.800348491016798,118.125
24132.3203,89.51178935688213,46.80425153546692,12.152279161333858,117.62985036730325
24133.3203,89.51186100527659,46.80424108691663,11.35966410206484,110.58647010128708
24134.3203,89.51193265367104,46.80423063836635,10.567049042795821,103.54308983527092
24135.3203,89.5120043020655,46.80422018981607,9.774433983526801,96.49970956925475
24136.3203,89.5120584231725,46.80421727404,9.068644399999592,89.4621093749953
24137.3203,89.51209328817251,46.80422263404,8.458244399999591,82.4308593749953
24138.3203,89.51213436788677,46.80424065844343,8.319071333687036,75.00999427901218
24139.3203,89.51218227530917,46.80427259641495,8.697605087489308,67.16108405659334
24140.3203,89.51223018273156,46.80430453438646,9.07613884129158,59.312173834174516
24141.3203,89.51227809015396,46.804336472357974,9.454672595093852,51.463263611755686
24142.3203,89.51232599757634,46.804368410329495,9.833206348896123,43.614353389336856
24143.3203,89.51237349002928,46.80440081451011,10.1733,36.173571866277946
24144.3203,89.51241500836001,46.804441658415996,10.472164080000482,32.71724999999833
24145.3203,89.51245087338727,46.80448430962728,10.9872,30.9375
24146.3203,89.51248198008417,46.804519088011574,10.9872,30.9375
24147.3203,89.51252128520846,46.80456741076606,11.210830262322741,30.42229676213736
24148.3203,89.51256547479154,46.80461839923394,11.984369737674445,28.640203237869123
24149.3203,89.51259130242512,46.804669176212556,13.0219,28.125
24150.3203,89.51263588628672,46.804715278829555,9.621716255422275,28.125
24151.3203,89.51267689230102,46.80476717487867,6.5109,28.125
24152.3203,89.51271594228888,46.804815985846886,6.5109,28.125
24153.3203,89.51275673473984,46.804863945955006,6.817437280434588,28.125
24154.3203,89.51279834830443,46.80491150510611,7.268426364492732,28.125
24155.3203,89.51284514610083,46.80496367267625,7.3248,28.125
24156.3203,89.51288591971762,46.80501590971762,8.1387,30.9375
24157.3203,89.51293549853926,46.805075741779426,8.1387,29.594358967662465
24158.3203,89.51298594,46.8051374,8.1387,28.125
24159.3203,89.51302485700288,46.80518703700286,9.3595,28.125
24160.3203,89.51305523794738,46.80522089562914,8.963828621301147,29.036554515555807
24161.3203,89.51307966496485,46.805250751434855,8.346171145966167,30.45952441183663
24162.3203,89.51311636937714,46.80529742314057,8.1387,30.9375
24163.3203,89.51315192812248,46.80534282325803,8.1387,30.9375
24164.3203,89.51319893901565,46.80538649932623,7.601545507113285,30.9375
24165.3203,89.51322333639075,46.805421350862844,10.509933526082046,30.9375
24166.3203,89.51325291801408,46.805461499451795,9.549421480378001,30.9375
24167.3203,89.51329404268391,46.80550527715247,9.153894114928647,30.9375
24168.3203,89.51331527379824,46.80553358750412,7.27449845616154,30.9375
24169.3203,89.51334231924585,46.80555968589022,6.393597186346944,30.9375
24170.3203,89.5133611479521,46.805585171332964,4.546168422020143,29.611732035112897
24171.3203,89.51337632204184,46.80561814425123,3.2555,28.55935841398248
24172.3203,89.51340349285609,46.80564078006549,3.2555,30.9375
24173.3203,89.51342263320807,46.80565991320806,2.969757625273451,30.9375
24174.3203,89.51345125075225,46.805688535491385,2.8485,30.9375
24175.3203,89.51346582670988,46.805712988102144,2.8485,29.21058963172378
24176.3203,89.51348338208506,46.80573675784769,2.8485,28.125
24177.3203,89.5135006983692,46.80576456695427,2.8485,28.125
24178.3203,89.51352572401969,46.80578668342623,2.8485,28.125
24179.3203,89.51353809285544,46.80580730455856,2.8485,28.125
24180.3203,89.5135728794328,46.80584234943279,2.8485,28.125
