TRP,LON,LAT,GS,TA
18121.2031,89.51023936,46.8048799,15.8704,118.125
18124.9297,89.51062024,46.8047297,14.6496,120.9375
18125.8906,89.51071143,46.80468678,14.6496,120.9375
18135.1562,89.51149464,46.80438101,12.41145,120.0532523
18135.5859,89.51152682,46.80437028,10.1733,118.125
18136.0938,89.51156437,46.80435419,10.1733,118.125
18136.5547,89.51159656,46.80434346,8.1387,118.125
18140.7969,89.51185405,46.804263,10.1733,118.125
18141.8203,89.51189697,46.80424154,8.1387,115.3125
18144.3906,89.51200962,46.80421472,5.6971,112.5
18144.9453,89.51202571,46.80420399,5.6971,109.6875
18145.9844,89.51208472,46.80420935,5.6971,106.875
18146.4062,89.51209545,46.80421472,4.4763,104.0625
18149.5312,89.51219738,46.80423617,2.8485,87.1875
18150.0938,89.51221347,46.80425227,2.8485,84.375
18151.5859,89.51225102,46.80427909,2.4416,75.9375
18152.29295,89.51226711,46.804284455,2.6450500000000003,71.71875
18153.0078,89.51228321,46.80430055,3.052,67.69809285
18153.5547,89.5122993,46.80431128,3.2555,64.6875
18154.0234,89.51232076,46.804322,3.2555,61.875
18155.0156,89.51233685,46.80434346,3.45895,57.24463451
18155.4766,89.51235294,46.80435419,3.6624,50.625
18156.0703,89.51236904,46.80438101,3.6624,47.8125
18157.3672,89.51238513,46.8044132,4.4763,42.1875
18158.9922,89.51241732,46.80447221,5.6971,33.75
18159.8672,89.51243877,46.80449367,5.6971,30.9375
18160.4375,89.51245487,46.80452049,6.5109,30.9375
18161.4219,89.51247096,46.80455267,7.3248,30.9375
18162.3359,89.51250851,46.80459023,7.3248,28.125
18162.8203,89.5125246,46.80460095,7.3248,28.125
18163.3594,89.51253533,46.80462241,8.1387,28.125
18164.8672,89.51257825,46.80468142,9.3595,28.125
18165.9219,89.51261044,46.80471897,9.3595,28.125
18166.4297,89.51262653,46.80474043,10.1733,28.125
18166.8828,89.51263726,46.80475652,10.1733,28.125
18169.5703,89.51273918,46.80488527,12.208,28.125
18170.6719,89.51278746,46.80492818,12.208,30.9375
18171.1406,89.51279819,46.80494964,12.208,30.9375
18171.5781,89.51281428,46.8049711,13.0219,30.9375
18172.5156,89.5128572,46.80501938,6.5109,30.9375
18173.0781,89.51286793,46.80504084,6.5109,30.9375
18175.1484,89.51296985,46.80514812,7.3248,30.9375
18175.6797,89.51298594,46.80516958,7.3248,30.9375
18176.6953,89.5130235,46.80521786,7.3248,30.9375
18177.1016,89.51303959,46.80523932,7.3248,30.9375
18177.6875,89.51307178,46.80526078,6.91785,30.9375
18178.2344,89.51308787,46.80529296,6.5109,30.9375
18179.2109,89.51312006,46.80533051,13.0219,30.9375
18180.3359,89.51315761,46.80537343,10.9872,30.9375
18180.7734,89.51317906,46.80539489,10.9872,30.9375
18181.2422,89.51318979,46.80541098,10.1733,30.9375
18181.6797,89.51320589,46.80543244,10.1733,30.9375
18182.2031,89.51322734,46.80544853,10.1733,30.9375
18183.8594,89.51327026,46.80551291,9.3595,30.9375
18184.8594,89.51329708,46.80554509,9.3595,30.9375
18185.3359,89.51330781,46.80555582,9.3595,30.9375
18185.8516,89.51332927,46.80557728,9.3595,30.9375
18187.3594,89.51337218,46.80563629,9.3595,30.9375
18187.9219,89.51338828,46.80565238,9.3595,30.9375
18189.0,89.51342583,46.8056953,9.3595,30.9375
18190.4297,89.51346874,46.80574358,8.1387,30.9375
18191.3828,89.5134902,46.80577576,7.3248,30.9375
18191.9453,89.51350629,46.80578649,7.3248,30.9375
18192.9922,89.51354384,46.80582404,6.5109,30.9375
18193.4688,89.51353848,46.80583477,5.6971,28.125
18194.4297,89.51355457,46.80585623,4.4763,28.125
18194.8984,89.51357603,46.80586696,4.4763,28.125
18195.9219,89.51358676,46.80590451,4.4763,28.125
18196.4062,89.51360822,46.80591524,4.4763,28.125
