TRP,LON,LAT,GS,TA
38360.3047,89.51067925,46.80469751,20.3467,120.9375
38361.3516,89.51080799,46.80464923,19.5328,120.9375
38361.8281,89.51086164,46.80463314,18.7189,120.9375
38365.2188,89.51123178,46.80448294,16.2773,120.9375
38365.6562,89.51128006,46.80446148,13.8357,120.9375
38368.0781,89.51149464,46.80438101,10.9872,120.9375
38371.0781,89.51169848,46.80429518,10.9872,118.125
38371.6797,89.51173067,46.80428982,10.1733,118.125
38372.34765,89.511786995,46.80427372,10.1733,116.71875
38375.4453,89.51197743,46.804263,9.3595,95.625
38375.9688,89.51199889,46.80425227,8.1387,92.8125
38377.3359,89.51209545,46.80427372,8.1387,84.375
38381.5469,89.5122993,46.80437028,9.3595,50.625
38383.0859,89.51236904,46.80442393,10.1733,39.375
38383.6484,89.51238513,46.80443466,10.1733,36.5625
38385.5938,89.51247096,46.80451512,12.208,30.9375
