,LON,LAT,GS,TA
40079.4141,89.51673,46.802273,185.1548,299.8828
40080.4141,89.51617192422943,46.80254766437802,179.91584640885398,299.7885096711702
40081.4141,89.51566163757633,46.80273721343273,170.3364834702278,299.61610095142316
40082.4141,89.51515135092322,46.80292676248743,160.75712053160163,299.4436922316762
40083.4141,89.51464106427012,46.80311631154214,151.17775759297547,299.2712835119292
40084.4141,89.51416356477215,46.80328581174262,146.0892,299.1797
40085.4141,89.51377958254672,46.8034407670969,138.7065277402869,299.31257249085013
40086.4141,89.51340307620026,46.80359680639568,130.34468352273302,299.4630680065932
40087.4141,89.5130265698538,46.80375284569447,121.98283930517911,299.61356352233616
40088.4141,89.51265006350735,46.803908884993255,113.6209950876252,299.7640590380792
40089.4141,89.51228713111342,46.80405571279917,106.21937263266547,299.95999833506846
40090.4141,89.51197205120481,46.804166982931726,103.3611,300.2344
40091.4141,89.51164595292332,46.80430123928843,103.3611,300.2344
40092.4141,89.51140250200858,46.804384736910194,103.3611,300.2344
40093.4141,89.51118326050248,46.80445759045415,103.3611,300.2344
40094.4141,89.51089449040968,46.804572626347124,96.57006455663958,299.7128713224117
40095.4141,89.51060230661791,46.80468973329961,89.44560437689239,299.1657367466811
40096.4141,89.51032520865468,46.80480157781705,83.8808366645121,298.9722821925894
40097.4141,89.51007242373608,46.804904941141814,80.82974411952593,299.348835320267
40098.4141,89.5098534606008,46.804983737309534,77.70756255985357,299.215493713538
40099.4141,89.50963349370765,46.805061656340754,75.6896,298.8281
40100.4141,89.50938044592439,46.80516530742403,75.09512072125538,298.8851715690276
40101.4141,89.50915746518012,46.805252867250395,73.7363109412677,299.0156208696621
40102.4141,89.50893448443587,46.805340427076764,72.37750116128001,299.1460701702965
40103.4141,89.5087067888,46.805431084480006,72.0272,299.1797
40104.4141,89.50854478263672,46.80549549802291,64.64179286488421,298.52896175273105
40105.4141,89.5083438512053,46.8055839547172,63.44991213496811,299.55869140329946
40106.4141,89.50817334405812,46.805667572392316,62.6678,300.2344
40107.4141,89.50797146602461,46.8057385741038,61.00063691813568,300.2343684858213
40108.4141,89.50775121796262,46.8058215562959,59.11957709734444,299.7542106548488
40109.4141,89.50753830693898,46.805915150370346,57.48006924102026,298.88257709734404
40110.4141,89.50738955760163,46.80598065079721,55.94977044688784,299.56826112733086
40111.4141,89.50723323207652,46.80604531924362,52.79209907426981,299.9523945597334
40112.4141,89.5070690566718,46.80611067702891,48.55190471635318,300.0680770060985
40113.4141,89.50690488126706,46.80617603481419,44.31171035843655,300.1837594524636
40114.4141,89.50674070586233,46.80624139259948,40.07151600051992,300.2994418988288
40115.4141,89.50657653045761,46.80630675038476,35.83132164260329,300.4151243451939
40116.4141,89.50641235505287,46.80637210817005,31.591127284686664,300.530806791559
40117.4141,89.50624817964814,46.80643746595534,27.350932926770035,300.6464892379241
40118.4141,89.50608400424342,46.80650282374062,23.110738568853407,300.76217168428917
40119.4141,89.50591982883869,46.80656818152591,18.870544210936778,300.87785413065427
40120.4141,89.50576056207817,46.80662843748284,16.204615043557634,300.9375
40121.4141,89.50560652012557,46.80668326300482,15.214348824645182,300.9375
40122.4141,89.50546659961408,46.80674491315512,14.6496,300.9375
40123.4141,89.50532882021167,46.80680138413934,15.782763717228681,300.15431297650565
40124.4141,89.50518916546675,46.80685624684312,17.043936468731115,299.2826524050067
40125.4141,89.5050495107218,46.80691110954689,18.30510922023355,298.41099183350775
40126.4141,89.50492143258583,46.806954144575315,17.36243270489857,300.000093024414
40127.4141,89.50482109595339,46.806987133292516,15.57180293565066,300.9375
40128.4141,89.50472780204035,46.80702444807513,13.024046413911531,300.9375
40129.4141,89.50464994233337,46.80705384783625,10.045894056363512,300.9375
40130.4141,89.5045938183852,46.80707772923066,9.59297566448505,300.9375
40131.4141,89.50453836733558,46.8071016388027,9.057183136597105,300.9375
40132.4141,89.50449772770267,46.807125084481335,6.597672899992108,301.6554375000078
40133.4141,89.50445123436934,46.80714653781467,4.698672899992108,303.5304375000078
40134.4141,89.5044168575463,46.80716976827955,4.4763,308.05874693628573
40135.4141,89.50438398717593,46.80719533336669,4.4763,311.8884037990246
40136.4141,89.50436623121135,46.80720745900574,4.4763,314.8424700491487
40137.4141,89.50432541486764,46.807237372543085,4.4763,318.49859125249986
40138.4141,89.50430292169503,46.80725875245745,4.4763,320.36659402241656
40139.4141,89.50427582366699,46.80728824568816,4.990351973052479,321.8092817613123
40140.4141,89.50424994247273,46.80732120251574,5.6971,324.613309116664
40141.4141,89.50422066799014,46.80735086710513,5.6971,326.25
40142.4141,89.50419168352796,46.80738103805749,5.6971,329.0625
40143.4141,89.50417127718698,46.807403035626024,4.981138571840848,329.0625
40144.4141,89.50414566954852,46.807433080451474,4.4763,329.0625
40145.4141,89.50412386248864,46.80745663473266,4.4763,328.1137818085473
40146.4141,89.5040928677615,46.80748052223851,3.7051719049994416,326.25
40147.4141,89.50406411149866,46.80750498092907,3.6624,324.98429999999644
40148.4141,89.50403638419792,46.80752091019973,3.4834600453917255,320.9638277348942
40149.4141,89.50401641249911,46.80753723273196,3.2555,315.898340295054
40150.4141,89.50398472748677,46.80755245239662,3.0317468333217024,308.8151765967301
40151.4141,89.50395112950856,46.80756211,2.7537976066365437,300.80436921600824
40152.4141,89.50391499150906,46.80756211,2.465246743253155,291.8292601850522
40153.4141,89.50387885350956,46.80756211,2.1766958798697664,282.85415115409614
40154.4141,89.50385648538565,46.80756670316774,2.0347,273.62622094979463
40155.4141,89.50383308939806,46.807558056506,3.321523431735944,264.90688422508225
40156.4141,89.5038083430881,46.80754774746541,4.729272509225755,256.25836023984834
40157.4141,89.50379030659926,46.80753656257836,5.6971,247.35900554468543
