,LON,LAT,GS,TA
35312.3281,89.51226711,46.80433273,7.3248,64.6875
35313.3281,89.5123117436,46.8043653476,7.975904,59.2875
35314.3281,89.51235637719999,46.804397965199996,8.627008,53.8875
35315.3281,89.51240101079999,46.804430582799995,9.278112,48.4875
35316.3281,89.51243206433288,46.804468627096334,9.3595,43.360329036640984
35317.3281,89.51246117785618,46.80450744663501,9.3595,38.27213364994496
35318.3281,89.51248724343783,46.80454375081505,9.712401776383505,34.12323667712311
35319.3281,89.51251363622283,46.804580065414676,10.275628319320955,30.9375
35320.3281,89.51255223729835,46.804624759802316,11.04617289252436,30.9375
35321.3281,89.51259083837385,46.804669454189956,11.816717465727768,30.9375
35322.3281,89.5126202273938,46.80472153957151,12.951093266553812,30.9375
35323.3281,89.51267412619254,46.80476657393907,7.978134541191868,30.9375
35324.3281,89.51270152506024,46.80481521498494,6.5109,30.9375
35325.3281,89.51274934386844,46.80486804773686,7.281857364162017,30.78910810505673
35326.3281,89.51279009073494,46.804916893159785,7.3248,30.9375
35327.3281,89.51283123844097,46.804965754562545,7.3248,30.9375
35328.3281,89.51287210649215,46.80501360943238,7.3248,30.9375
35329.3281,89.51291325419818,46.805062470835125,7.3248,30.9375
35330.3281,89.51295428665547,46.80511144819555,7.3248,30.9375
35331.3281,89.5130063372003,46.80515824288805,8.115663710108372,28.204603839931444
35332.3281,89.51304354789761,46.80521843623164,7.3248,28.125
35333.3281,89.51307916258132,46.80526631779643,7.3248,28.125
35334.3281,89.51311397337983,46.805312255812,7.3248,28.125
35335.3281,89.51316186901028,46.8053647225257,7.901551753677374,28.125
35336.3281,89.51319940501013,46.80541133594986,8.1387,28.125
35337.3281,89.51325056060494,46.80546888686305,8.1387,28.125
35338.3281,89.51329513085531,46.805517457100464,9.3595,28.125
35339.3281,89.51333033219613,46.805578209514444,9.344390130118564,28.125
35340.3281,89.51337557134019,46.80561885709299,8.724981695841732,28.125
35341.3281,89.51341899438987,46.80567042038349,8.416168582414914,28.125
35342.3281,89.51346104181818,46.805723821103896,8.1387,28.125
35343.3281,89.51350283897493,46.80577983951127,7.654389463662025,28.125
35344.3281,89.51354062424947,46.805828332499416,6.999202117754775,28.125
35345.3281,89.51356082764079,46.80586874528158,6.5109,28.125
